skills,years_experience,education,has_certifications,job_role
"ruby, graphql, golang, python, business intelligence",1.5,Master,True,Backend Developer
"agile, roadmapping, a/b testing, presentation skills, stakeholder management, business intelligence, linux",2.0,Master,True,Product Manager
"rest apis, nosql, java, security compliance, terraform",14.9,Bachelor,False,Backend Developer
"tableau, r, sql, python, dashboards, data cleaning, lan, security",6.0,PhD,True,Data Analyst
"a/b testing, data visualization, hypothesis testing, statistics, scikit-learn, angular, incident response, data mining, dhcp",1.2,PhD,True,Data Scientist
"security compliance, threat intelligence, incident response, vulnerability assessment, cryptography, penetration testing, testing, stakeholder management, statistics, redux",3.1,High School,True,Cybersecurity Analyst
"ui frameworks, webpack, jest, responsive design, project management, security architecture",1.7,PhD,True,Frontend Developer
"network monitoring, tcpip, cisco, troubleshooting, network security, firewalls, typescript, visual design, nosql, accessibility",9.5,PhD,True,Network Engineer
"python, databases, rest apis, visual design, dashboards",9.4,Master,False,Network Engineer
"html, css, javascript, accessibility, typescript, redux, browser compatibility, agile, css",0.6,Bachelor,False,Frontend Developer
"object-oriented programming, microservices, java, agile, git, data structures, python, javascript",3.7,High School,False,Software Engineer
"linux, monitoring, infrastructure as code, kubernetes, lan, nosql, visual design",4.5,High School,True,DevOps Engineer
"security, infrastructure as code, azure, jenkins, aws, networking, switching, dhcp",2.8,Master,False,DevOps Engineer
"databases, javascript, object-oriented programming, testing, agile, c++, cloud computing, analytics, tableau",7.4,PhD,False,Software Engineer
"sass, react, jest, figma, ruby, routing",8.3,Master,True,Frontend Developer
"data visualization, pandas, scikit-learn, r, python, numpy, css",0.9,PhD,True,Data Scientist
"communication, project management, leadership, forecasting, data visualization",10.5,PhD,False,Product Manager
"react, redux, vue, webpack, angular, ui frameworks, javascript, agile, wireframing, vpn",3.4,PhD,False,Frontend Developer
"troubleshooting, lan, tcpip, accessibility, css",4.2,Bachelor,False,Network Engineer
"numpy, tensorflow, a/b testing, pytorch, data visualization, docker, switching, interaction design, subnetting",14.9,High School,False,Data Scientist
"routing, lan, network security, subnetting, dns, tcpip, caching",0.5,Bachelor,True,Network Engineer
"java, git, python, c++, communication, visual design",4.2,Master,False,Software Engineer
"statistics, deep learning, data visualization, hypothesis testing, accessibility, shell scripting, algorithms",6.7,Master,True,Data Scientist
"accessibility, prototyping, user flows, accessibility, aws, microservices",12.5,Master,False,UX Designer
"security compliance, siem, cryptography, risk management, security auditing, security architecture, vulnerability assessment, object-oriented programming",0.4,High School,True,Cybersecurity Analyst
"css, typescript, responsive design, browser compatibility, html, vue, javascript, pandas, hypothesis testing, dhcp",14.2,High School,True,UX Designer
"scrum, agile, market research, a/b testing, leadership, user stories, browser compatibility, r",4.7,Master,False,Product Manager
"microservices, sql, python, vulnerability assessment",14.8,Master,True,Backend Developer
"network security, firewalls, lan, troubleshooting, accessibility",2.9,Master,True,Network Engineer
"angular, webpack, sass, linux, prototyping, visual design, object-oriented programming",1.0,Master,True,Frontend Developer
"r, business intelligence, reporting, data modeling, data cleaning, security compliance, sql, cryptography",3.5,Master,False,Data Analyst
"python, ci/cd, terraform, tcpip, product strategy",1.0,High School,False,DevOps Engineer
"browser compatibility, react, webpack, sass, javascript, css, shell scripting, user research, object-oriented programming, php",9.4,High School,False,Frontend Developer
"business intelligence, r, data cleaning, scrum",3.3,Bachelor,True,Data Analyst
"user stories, market research, competitive analysis, presentation skills, analytics, ethical hacking",8.0,Master,True,Product Manager
"webpack, html, browser compatibility, jest, responsive design, business intelligence, r, php",13.6,High School,True,Frontend Developer
"html, css, javascript, angular, testing, dashboards, microservices, r",2.4,PhD,False,Frontend Developer
"javascript, jest, webpack, browser compatibility, data modeling",3.2,Master,True,Frontend Developer
"business intelligence, data mining, excel, data modeling, power bi, data cleaning, dashboards, user flows, incident response, dns",9.6,PhD,True,Data Analyst
"competitive analysis, a/b testing, analytics, communication, market research, leadership, scrum, wan, vue, user flows, siem",0.6,PhD,True,Product Manager
"r, hypothesis testing, big data, data visualization, pytorch, deep learning, lan, python, ruby, leadership",2.7,Bachelor,True,Data Scientist
"security compliance, siem, firewall, penetration testing, security architecture, cryptography, ruby, pandas",8.8,Bachelor,False,Cybersecurity Analyst
"algorithms, java, databases, debugging, api development, ansible",0.4,PhD,False,Software Engineer
"deep learning, hypothesis testing, r, data visualization, pytorch, network monitoring",9.8,PhD,False,Data Scientist
"data modeling, power bi, data cleaning, forecasting, data visualization, tableau, algorithms, css, wan, accessibility",9.7,PhD,True,Data Analyst
"rest apis, nosql, node.js, databases, golang, authentication, network security",7.6,High School,False,Backend Developer
"cloud computing, c++, agile, python, pytorch, network security",5.9,Bachelor,True,Software Engineer
"object-oriented programming, javascript, python, api development, databases, sketch, infrastructure as code, user research, stakeholder management",9.3,PhD,True,Software Engineer
"roadmapping, leadership, competitive analysis, scrum, product strategy, stakeholder management, networking, microservices, css",14.9,High School,True,Product Manager
"scrum, jira, presentation skills, project management, stakeholder management, user research, power bi, dhcp, ethical hacking",8.3,PhD,True,Product Manager
"sketch, information architecture, prototyping, accessibility, design thinking, figma, user flows, sql, r, competitive analysis, routing",10.4,Bachelor,True,UX Designer
"leadership, analytics, jira, user stories, scrum, presentation skills, business intelligence, reporting",0.8,Bachelor,False,Product Manager
"statistics, r, forecasting, tableau, python, user flows, testing, subnetting, responsive design",1.7,Master,False,Data Analyst
"python, data mining, forecasting, excel, reporting, r, visual design, routing, switching, security",6.4,Master,False,Data Analyst
"machine learning, r, python, pytorch, a/b testing, sql, docker, python, figma",10.7,Master,False,Data Scientist
"user research, prototyping, visual design, html, adobe xd, ruby",11.2,High School,True,UX Designer
"risk management, penetration testing, incident response, security compliance, sql",9.2,Bachelor,True,Cybersecurity Analyst
"html, angular, sass, react, vue, redux, firewall, numpy, ci/cd",10.1,Master,False,Frontend Developer
"dns, vpn, subnetting, cisco, switching, network monitoring, dhcp, sass, presentation skills, docker, networking",1.0,Bachelor,True,Network Engineer
"testing, debugging, api development, git, redux",10.0,Bachelor,False,Software Engineer
"c++, cloud computing, algorithms, databases, testing, data mining, user research, design thinking, analytics",0.5,High School,True,Software Engineer
"ansible, docker, azure, terraform, adobe xd, a/b testing, cloud computing",0.1,High School,True,DevOps Engineer
"sql, python, tensorflow, data visualization, big data, statistics, pytorch, typescript, html, switching",3.1,Bachelor,False,Data Scientist
"a/b testing, jira, analytics, accessibility, design thinking, html",0.2,PhD,False,Product Manager
"network security, wan, troubleshooting, tcpip, lan, ci/cd",1.1,Master,True,Network Engineer
"r, sql, excel, security compliance, api development, microservices, switching",9.8,Bachelor,True,Data Analyst
"monitoring, security, kubernetes, aws, terraform, shell scripting, ansible, cisco, a/b testing, wireframing",8.3,Bachelor,False,DevOps Engineer
"security, ethical hacking, siem, security architecture, incident response, threat intelligence, object-oriented programming",10.0,High School,False,Cybersecurity Analyst
"leadership, roadmapping, communication, user stories, switching",0.3,PhD,False,Product Manager
"python, r, dashboards, reporting, dhcp",2.0,PhD,False,Data Analyst
"security, security architecture, firewall, agile, redux, php, c#",4.6,Master,False,Cybersecurity Analyst
"data cleaning, reporting, tableau, project management",10.9,Bachelor,True,Data Analyst
"c#, sql, nosql, network monitoring",0.5,High School,True,Backend Developer
"angular, browser compatibility, webpack, css, redux, penetration testing, statistics",14.1,PhD,True,Frontend Developer
"python, deep learning, statistics, a/b testing",3.3,Master,False,Data Scientist
"typescript, accessibility, ui frameworks, css, databases, dashboards, security",3.3,Bachelor,False,Frontend Developer
"html, wireframing, design thinking, usability testing, ansible",1.5,PhD,True,UX Designer
"security, python, php, excel, data mining, testing",6.0,PhD,False,Backend Developer
"testing, api development, git, debugging, databases, data cleaning, product strategy",8.1,Master,True,Software Engineer
"data visualization, sql, statistics, routing, accessibility",10.0,Bachelor,True,Data Scientist
"cryptography, incident response, threat intelligence, vulnerability assessment, security compliance, ethical hacking, prototyping, sass, databases",3.2,High School,True,Cybersecurity Analyst
"webpack, browser compatibility, accessibility, vue, debugging",8.8,Master,False,Frontend Developer
"jest, webpack, css, javascript, networking, scrum",0.7,PhD,True,Frontend Developer
"data modeling, python, r, adobe xd, databases, accessibility, security auditing",5.8,Bachelor,True,Data Analyst
"troubleshooting, switching, firewalls, vpn, routing, network security, data modeling, statistics, microservices, data visualization",12.4,High School,False,Network Engineer
"a/b testing, numpy, machine learning, pytorch, hypothesis testing, tensorflow, python, sql, terraform",1.4,Master,True,Data Scientist
"sql, excel, tableau, market research, user flows, firewalls",2.4,High School,False,Data Analyst
"git, microservices, cloud computing, api development, agile, c++, java, subnetting",3.0,Bachelor,False,Software Engineer
"java, data structures, object-oriented programming, api development, databases, agile, cryptography",8.3,Master,True,Software Engineer
"r, pandas, machine learning, azure",7.0,Bachelor,True,Data Scientist
"security compliance, incident response, penetration testing, ethical hacking, risk management, security architecture, security, information architecture, forecasting, scikit-learn",2.3,Master,False,Cybersecurity Analyst
"statistics, scikit-learn, pytorch, python, deep learning, hypothesis testing, ansible",0.6,Master,False,Data Scientist
"docker, jenkins, infrastructure as code, kubernetes, shell scripting, reporting, lan, agile",1.6,High School,True,DevOps Engineer
"incident response, cryptography, vulnerability assessment, firewall, penetration testing, security, security auditing, sketch",7.2,High School,False,Cybersecurity Analyst
"ethical hacking, security compliance, security architecture, firewall, security, siem, risk management, javascript, html, monitoring",9.2,Bachelor,False,Cybersecurity Analyst
"analytics, communication, project management, competitive analysis, scrum, product strategy, statistics",1.2,Master,True,Product Manager
"statistics, excel, forecasting, data visualization, business intelligence, tableau, nosql, stakeholder management",6.4,PhD,False,Data Analyst
"communication, jira, presentation skills, analytics, python, figma, network security, tableau",4.1,Master,False,Product Manager
"vulnerability assessment, security, security architecture, risk management, penetration testing, security compliance, visual design, javascript",9.3,High School,True,Data Analyst
"data modeling, sql, r, statistics, excel, accessibility, design thinking, graphql",9.7,Master,False,Data Analyst
"testing, microservices, debugging, algorithms, cloud computing, azure, python",4.6,High School,True,Software Engineer
"object-oriented programming, algorithms, python, data mining",12.7,High School,False,Software Engineer
"typescript, browser compatibility, html, jest, tensorflow, firewall, dashboards, authentication",6.4,PhD,True,Frontend Developer
"threat intelligence, security architecture, cryptography, siem, algorithms, statistics, agile",9.9,High School,False,Cybersecurity Analyst
"typescript, jest, ui frameworks, redux, javascript, css, git, node.js",0.6,PhD,False,Frontend Developer
"node.js, ruby, graphql, network monitoring",9.7,Bachelor,False,Backend Developer
"cisco, wan, subnetting, tcpip, firewalls, vpn, react, security, presentation skills, stakeholder management",3.4,High School,False,Network Engineer
"git, javascript, c++, databases, siem, subnetting, figma, networking",3.1,Bachelor,False,Software Engineer
"react, jest, javascript, css, python",4.0,Master,True,Frontend Developer
"html, javascript, react, typescript, webpack, algorithms, api development, presentation skills",2.6,Master,False,Frontend Developer
"linux, jenkins, networking, aws, shell scripting, azure, kubernetes, sql, nosql, dns, wireframing",5.2,High School,False,DevOps Engineer
"ansible, infrastructure as code, terraform, security, ci/cd, siem, jest, accessibility, nosql",8.9,PhD,False,DevOps Engineer
"market research, analytics, user stories, presentation skills, roadmapping, jira, stakeholder management, vulnerability assessment, security, switching",0.1,Master,False,Product Manager
"java, golang, security, ruby, user stories, statistics, security",1.7,PhD,True,Backend Developer
"figma, user flows, css, information architecture, visual design, sketch, competitive analysis",9.8,PhD,False,UX Designer
"a/b testing, product strategy, jira, communication, kubernetes, risk management, api development",0.2,Bachelor,False,DevOps Engineer
"wan, network monitoring, routing, tcpip, cisco, adobe xd, scrum, excel, data mining",5.0,PhD,False,Network Engineer
"c#, rest apis, ruby, nosql, security, ui frameworks, excel, aws",1.5,High School,True,Backend Developer
"vue, css, webpack, accessibility, javascript, sass, java, data structures, prototyping",10.2,Master,True,Frontend Developer
"stakeholder management, market research, roadmapping, jira, a/b testing, user stories, communication, python, switching, pytorch, graphql",8.9,Bachelor,False,Product Manager
"data visualization, data mining, data cleaning, statistics, excel, forecasting, dashboards, deep learning, dhcp, cloud computing",13.5,PhD,True,Data Analyst
"interaction design, sketch, usability testing, figma, user stories, security",3.0,Master,False,UX Designer
"microservices, databases, python, authentication, golang, ruby, security",1.7,PhD,False,Backend Developer
"agile, testing, object-oriented programming, rest apis, accessibility",10.4,Bachelor,False,Software Engineer
"html, accessibility, design thinking, user research, usability testing, security, css, microservices",5.7,High School,False,UX Designer
"r, business intelligence, sql, python, tableau, data cleaning, networking",3.8,PhD,True,Data Analyst
"dashboards, forecasting, tableau, reporting, r, docker, competitive analysis, numpy",3.6,PhD,True,Data Analyst
"c++, testing, data structures, algorithms, javascript, caching, jest, user flows, node.js",13.5,High School,False,Software Engineer
"javascript, vue, accessibility, html, jest, responsive design, statistics",2.8,High School,True,Frontend Developer
"browser compatibility, responsive design, sass, react, usability testing, shell scripting",8.9,Bachelor,True,Frontend Developer
"risk management, security, vulnerability assessment, firewall, ethical hacking, penetration testing, webpack, jenkins, responsive design",6.2,Bachelor,True,Cybersecurity Analyst
"data visualization, statistics, data cleaning, data mining, r, tableau, data modeling, kubernetes, troubleshooting, browser compatibility, api development",6.1,Bachelor,True,Data Analyst
"html, wireframing, user flows, user research, sql, r, troubleshooting, siem",8.1,Master,False,UX Designer
"azure, networking, infrastructure as code, ci/cd, user flows, analytics",3.8,Master,False,DevOps Engineer
"scrum, jira, a/b testing, analytics, data modeling, authentication, microservices, monitoring",9.1,Master,True,Product Manager
"adobe xd, user flows, wireframing, cloud computing",14.5,Master,True,UX Designer
"networking, infrastructure as code, security, python, aws, jenkins, terraform, lan, firewalls",9.5,Master,False,DevOps Engineer
"network monitoring, vpn, network security, firewalls, switching, subnetting, cisco, wireframing, data visualization, browser compatibility",6.0,Master,False,Network Engineer
"networking, vpn, lan, cisco, debugging",10.9,PhD,False,Network Engineer
"data structures, testing, git, javascript, deep learning, big data, tensorflow, communication",8.4,Master,True,Software Engineer
"dashboards, reporting, data modeling, statistics, r, python, c#, risk management",2.0,High School,True,Data Analyst
"algorithms, debugging, c++, agile, microservices, cloud computing, data structures, data mining",1.2,Bachelor,False,Software Engineer
"vue, typescript, angular, css, docker",7.1,PhD,True,Frontend Developer
"java, caching, security, ruby, network monitoring, statistics, html",9.4,High School,False,DevOps Engineer
"networking, shell scripting, ansible, monitoring, kubernetes, react",2.3,High School,False,DevOps Engineer
"troubleshooting, cisco, switching, wan, dns, product strategy, api development, pytorch",2.5,PhD,True,Network Engineer
"node.js, graphql, authentication, ruby, caching, rest apis, python, deep learning, security",8.1,Master,False,Backend Developer
"analytics, roadmapping, a/b testing, presentation skills, market research, stakeholder management, webpack, security, vpn",9.2,High School,True,Product Manager
"business intelligence, forecasting, reporting, php, roadmapping, machine learning, caching",9.1,PhD,False,Data Analyst
